id,symbol,name,industry,industry_id,stockrecord_ptr_id,ticker_id,date,time,annual_gain,book_value,change,change_inpercent,dividend_share,dividend_yield,eps_est_current_year,eps_est_next_quarter,eps_est_next_year,earnings_share,fifty_day_MA,oneyr_target_price,peg_ratio,pe_ratio,ebitda,market_cap,percent_change_from_year_high,percent_change,percent_change_fifty_MA,percent_change_twohund_MA,percent_change_from_year_low,price_book,price_eps_est_current_year,price_eps_est_next_year,price_sales,twohund_MA,volume,year_high,year_low,last_trade_price
175,D05.SI,DBS Group Holdings Ltd,Money Center Banks,410,789,175,2014-08-29,05:04:00,,14.796,-0.04,-0.22%,0.58,3.23,1.59,0.34,1.73,1.629,17.8011,20.57,0.91,11.03,0,43.828B,-3.03%,-0.22%,+0.67%,+5.69%,+14.50%,1.21,11.3,10.38,4.93,16.9551,2312000,18.48,15.65,17.92
175,D05.SI,DBS Group Holdings Ltd,Money Center Banks,410,166,175,2014-08-29,05:04:00,,14.796,-0.04,-0.22%,0.58,3.23,1.59,0.34,1.73,1.629,17.7765,20.5,0.91,11.03,0,43.828B,-3.03%,-0.22%,+0.81%,+5.73%,+14.50%,1.21,11.3,10.38,4.93,16.9484,2312000,18.48,15.65,17.92
175,D05.SI,DBS Group Holdings Ltd,Money Center Banks,410,592,175,2014-08-29,05:04:00,,14.796,-0.04,-0.22%,0.58,3.23,1.59,0.34,1.73,1.629,17.7765,20.57,0.91,11.03,0,43.828B,-3.03%,-0.22%,+0.81%,+5.73%,+14.50%,1.21,11.3,10.38,4.93,16.9484,2312000,18.48,15.65,17.92
239,K2M.SI,Debao Property Development Ltd,Real Estate Development,449,227,239,2014-08-29,10:34:00,,0.174,0.005,+14.71%,0,,0,0,0,0.012,0.0418,1.93,,2.83,6.7M,43.9M,-47.30%,+14.71%,-6.78%,-23.08%,+8.33%,0.2,,,0.8,0.0507,35000,0.074,0.036,0.039
111,D03.SI,Del Monte Pacific Ltd,Food - Major Diversified,340,107,111,2014-08-29,03:36:00,,0.138,0,0.00%,0,,-0.02,0,0.03,-0.099,0.5305,0.56,,,-111.9M,680.7M,-46.97%,0.00%,-1.04%,-9.40%,+1.94%,3.8,,17.5,0.6,0.5794,84000,0.99,0.515,0.525
111,D03.SI,Del Monte Pacific Ltd,Food - Major Diversified,340,737,111,2014-08-29,03:36:00,,0.138,0,0.00%,0,,-0.02,0,0.03,-0.099,0.5305,0.56,,,-111.9M,680.7M,-46.97%,0.00%,-1.04%,-9.34%,+1.94%,3.8,,17.5,0.6,0.5791,84000,0.99,0.515,0.525
56,B1N.SI,Delong Holdings Ltd,Steel & Iron,130,695,56,2014-08-27,04:25:00,,0.737,0,0.00%,0,,0,0,0,-0.016,0.2554,0.52,,,105.9M,132.2M,-58.97%,0.00%,-6.03%,-31.22%,+2.13%,0.33,,,0.08,0.3489,40000,0.585,0.235,0.24
56,B1N.SI,Delong Holdings Ltd,Steel & Iron,130,56,56,2014-08-27,04:25:00,,0.737,0,0.00%,0,,0,0,0,-0.016,0.2565,0.52,,,105.9M,132.2M,-58.97%,0.00%,-6.43%,-31.37%,+2.13%,0.33,,,0.08,0.3497,40000,0.585,0.235,0.24
296,D11.SI,Design Studio Group Ltd,General Building Materials,634,281,296,2014-08-29,05:04:00,,0.368,0,0.00%,0.015,3.26,0,0,0,0.056,0.4127,0.9,,8.21,22.3M,119.7M,-15.60%,0.00%,+11.46%,+0.52%,+27.78%,1.25,,,0.74,0.4576,3000,0.545,0.36,0.46
419,G77.SI,Digiland International Ltd,Computers Wholesale,755,997,419,2014-08-29,04:23:00,,0.001,0,0.00%,0,,0,0,0,0,0.001,,,,736K,30.7M,-50.00%,0.00%,0.00%,-1.36%,0.00%,1,,,0.45,0.001,9100000,0.002,0.001,0.001
419,G77.SI,Digiland International Ltd,Computers Wholesale,755,397,419,2014-08-29,04:23:00,,0.001,0,0.00%,0,,0,0,0,0,0.001,,,,736K,30.7M,-50.00%,0.00%,0.00%,-1.37%,0.00%,1,,,0.45,0.001,9100000,0.002,0.001,0.001
579,5CH.SI,DMX Technologies Group Ltd,Technical & System Software,822,549,579,2014-08-29,05:04:00,,0.342,-0.001,-0.54%,0.003,1.62,0,0,0,0.016,0.1868,0.27,,11.56,28.7M,214.1M,-21.70%,-0.54%,-1.49%,-5.69%,+2.22%,0.54,,,0.58,0.1951,96000,0.235,0.18,0.184
579,5CH.SI,DMX Technologies Group Ltd,Technical & System Software,822,1134,579,2014-08-29,05:04:00,,0.342,-0.001,-0.54%,0.003,1.62,0,0,0,0.016,0.1866,0.27,,11.56,28.7M,214.1M,-21.70%,-0.54%,-1.39%,-5.66%,+2.22%,0.54,,,0.58,0.195,96000,0.235,0.18,0.184
78,GJ8.SI,Dukang Distillers Holdings Ltd,Beverages - Wineries & Distillers,347,77,78,2014-08-28,04:59:00,,0.408,0,0.00%,0,,0,0,0,0.026,0.1962,,,7.31,34.8M,151.7M,-64.49%,0.00%,-3.14%,-8.66%,+5.56%,0.47,,,0.53,0.208,1000,0.535,0.18,0.19
78,GJ8.SI,Dukang Distillers Holdings Ltd,Beverages - Wineries & Distillers,347,711,78,2014-08-28,04:59:00,,0.408,0,0.00%,0,,0,0,0,0.026,0.1959,,,7.31,34.8M,151.7M,-64.49%,0.00%,-3.01%,-8.61%,+5.56%,0.47,,,0.53,0.2079,1000,0.535,0.18,0.19
80,CZ4.SI,Dutech Holdings Ltd,Business Equipment,313,713,80,2014-08-29,12:37:00,,0.222,-0.005,-1.89%,0.01,3.77,0,0,0,0.052,0.2622,,,5.1,16.7M,92.7M,-7.14%,-1.89%,-0.82%,+18.96%,+101.55%,1.19,,,0.59,0.2186,10000,0.28,0.129,0.26
80,CZ4.SI,Dutech Holdings Ltd,Business Equipment,313,79,80,2014-08-29,12:37:00,,0.222,-0.005,-1.89%,0.01,3.77,0,0,0,0.052,0.262,,,5.1,16.7M,92.7M,-7.14%,-1.89%,-0.77%,+19.11%,+101.55%,1.19,,,0.59,0.2183,10000,0.28,0.129,0.26
312,NO4.SI,Dyna-Mac Holdings Ltd,General Contractors,636,296,312,2014-08-29,05:04:00,,0.18,0.01,+2.41%,0,,0.03,0,0.04,0.027,0.3865,0.54,,15.37,45.8M,434.9M,-4.49%,+2.41%,+9.96%,+9.36%,+14.86%,2.31,13.83,10.38,1.37,0.3886,8403000,0.445,0.37,0.425
312,NO4.SI,Dyna-Mac Holdings Ltd,General Contractors,636,905,312,2014-08-29,05:04:00,,0.18,0.01,+2.41%,0,,0.03,0,0.04,0.027,0.3877,0.54,,15.37,45.8M,434.9M,-4.49%,+2.41%,+9.62%,+9.29%,+14.86%,2.31,13.83,10.38,1.37,0.3889,8403000,0.445,0.37,0.425
12,D6U.SI,Dynamic Colours Ltd,Chemicals - Major Diversified,110,656,12,2014-08-29,11:18:00,,0.143,0.01,+5.00%,0.02,10,0,0,0,0.012,0.203,,,16.67,4.6M,44.1M,-10.64%,+5.00%,+3.43%,+3.67%,+55.56%,1.4,,,0.61,0.2026,10000,0.235,0.135,0.21
12,D6U.SI,Dynamic Colours Ltd,Chemicals - Major Diversified,110,12,12,2014-08-29,11:18:00,,0.143,0.01,+5.00%,0.02,10,0,0,0,0.012,0.2025,,,16.67,4.6M,44.1M,-10.64%,+5.00%,+3.71%,+3.70%,+55.56%,1.4,,,0.61,0.2025,10000,0.235,0.135,0.21
475,5KU.SI,Eastern Holdings Ltd,Publishing - Newspapers,727,1042,475,2014-08-29,05:04:00,,0.311,0.01,+3.33%,0.005,1.67,0,0,0,0.077,0.2989,,,3.9,4.6M,93.0M,-6.06%,+3.33%,+3.71%,+6.72%,+26.53%,0.96,,,3.39,0.2905,342000,0.33,0.245,0.31
475,5KU.SI,Eastern Holdings Ltd,Publishing - Newspapers,727,450,475,2014-08-29,05:04:00,,0.311,0.01,+3.33%,0.005,1.67,0,0,0,0.077,0.2984,,,3.9,4.6M,93.0M,-6.06%,+3.33%,+3.90%,+6.77%,+26.53%,0.96,,,3.39,0.2903,342000,0.33,0.245,0.31
347,N0L.SI,Eastgate Technology Ltd,Machine Tools & Accessories,624,935,347,2014-08-28,11:26:00,,0.022,0,0.00%,0,,0,0,0,0,0.0328,,,,2.6M,37.1M,-27.91%,0.00%,-5.60%,-8.36%,0.00%,1.41,,,1.05,0.0338,3000,0.043,0.031,0.031
347,N0L.SI,Eastgate Technology Ltd,Machine Tools & Accessories,624,327,347,2014-08-28,11:26:00,,0.022,0,0.00%,0,,0,0,0,0,0.0329,,,,2.6M,37.1M,-27.91%,0.00%,-5.75%,-8.41%,0.00%,1.41,,,1.05,0.0338,3000,0.043,0.031,0.031
384,5CT.SI,Ecowise Holdings Ltd,Waste Management,637,967,384,2014-08-29,05:04:00,,0.057,-0.002,-3.28%,0,,0,0,0,0.001,0.0635,,,61,6.7M,54.7M,-28.92%,-3.28%,-7.07%,-12.56%,+3.51%,1.07,,,0.74,0.0675,122000,0.083,0.057,0.059
384,5CT.SI,Ecowise Holdings Ltd,Waste Management,637,362,384,2014-08-29,05:04:00,,0.057,-0.002,-3.28%,0,,0,0,0,0.001,0.0636,,,61,6.7M,54.7M,-28.92%,-3.28%,-7.26%,-12.64%,+3.51%,1.07,,,0.74,0.0675,122000,0.083,0.057,0.059
551,E18.SI,ECS Holdings Ltd,Information Technology Services,824,1110,551,2014-08-29,04:21:00,,1.019,0,0.00%,0.022,3.67,0.1,0,0.11,0.092,0.5985,0.61,,6.52,49.1M,221.5M,-18.37%,0.00%,+0.25%,-3.31%,+26.32%,0.59,6,5.45,0.05,0.6206,144000,0.735,0.475,0.6
551,E18.SI,ECS Holdings Ltd,Information Technology Services,824,522,551,2014-08-29,04:21:00,,1.019,0,0.00%,0.022,3.67,0.1,0,0.11,0.092,0.5991,0.61,,6.52,49.1M,221.5M,-18.37%,0.00%,+0.16%,-3.33%,+26.32%,0.59,6,5.45,0.05,0.6207,144000,0.735,0.475,0.6
556,E16.SI,Elec & Eltek,Printed Circuit Boards,835,1114,556,2014-08-29,03:11:00,,1.82,0,0.00%,0.1,6.71,0.1,0,0.12,0.058,1.518,1.49,,25.69,55.9M,278.5M,-26.60%,0.00%,-1.84%,-4.91%,+0.68%,0.82,14.9,12.42,0.55,1.5669,4000,2.03,1.48,1.49
556,E16.SI,Elec & Eltek,Printed Circuit Boards,835,527,556,2014-08-29,03:11:00,,1.82,0,0.00%,0.1,6.71,0.1,0,0.12,0.058,1.5191,1.49,,25.69,55.9M,278.5M,-26.60%,0.00%,-1.91%,-4.94%,+0.68%,0.82,14.9,12.42,0.55,1.5674,4000,2.03,1.48,1.49
572,E13.SI,Ellipsiz Ltd,Semiconductor Equipment & Materials,834,1128,572,2014-08-29,04:58:00,,0.211,0.001,+0.95%,0.0038,3.62,0,0,0,0.024,0.1058,,,4.38,8.7M,58.6M,-10.17%,+0.95%,+0.23%,+11.48%,+32.50%,0.5,,,0.4,0.0951,2649000,0.118,0.08,0.106
572,E13.SI,Ellipsiz Ltd,Semiconductor Equipment & Materials,834,543,572,2014-08-29,04:58:00,,0.211,0.001,+0.95%,0.0038,3.62,0,0,0,0.024,0.1058,,,4.38,8.7M,58.6M,-10.17%,+0.95%,+0.18%,+11.57%,+32.50%,0.5,,,0.4,0.095,2649000,0.118,0.08,0.106
297,S44.SI,EnGro Corp Ltd,General Building Materials,634,282,297,2014-08-28,10:34:00,,1.883,0,0.00%,0.03,2.5,0,0,0,0.113,1.2016,,,10.62,6.7M,142.4M,-7.69%,0.00%,-0.13%,-0.57%,+25.00%,0.64,,,0.81,1.2069,2000,1.3,0.96,1.2
297,S44.SI,EnGro Corp Ltd,General Building Materials,634,891,297,2014-08-28,10:34:00,,1.883,0,0.00%,0.03,2.5,0,0,0,0.113,1.201,,,10.62,6.7M,142.4M,-7.69%,0.00%,-0.08%,-0.57%,+25.00%,0.64,,,0.81,1.2069,2000,1.3,0.96,1.2
112,5FR.SI,Envictus International,Food - Major Diversified,340,108,112,2014-08-29,05:04:00,,0.44,-0.001,-0.62%,0.002,1.23,0,0,0,0.302,0.3423,,,0.54,24.1M,100.7M,-70.19%,-0.62%,-52.96%,-60.42%,+15.83%,0.37,,,0.33,0.4067,4470000,0.54,0.139,0.161
112,5FR.SI,Envictus International,Food - Major Diversified,340,738,112,2014-08-29,05:04:00,,0.44,-0.001,-0.62%,0.002,1.23,0,0,0,0.302,0.3347,,,0.54,24.1M,100.7M,-68.74%,-0.62%,-51.90%,-60.25%,+15.83%,0.37,,,0.33,0.405,4470000,0.515,0.139,0.161
385,L23.SI,Enviro-Hub Holdings Ltd,Waste Management,637,363,385,2014-08-29,04:59:00,,0.056,0,0.00%,0,,0,0,0,0.004,0.0431,,,8.75,1.2M,35.9M,-63.54%,0.00%,-18.86%,-35.51%,+6.06%,0.62,,,0.41,0.0543,166000,0.096,0.033,0.035
385,L23.SI,Enviro-Hub Holdings Ltd,Waste Management,637,968,385,2014-08-29,04:59:00,,0.056,0,0.00%,0,,0,0,0,0.004,0.0427,,,8.75,1.2M,35.9M,-63.54%,0.00%,-18.09%,-35.35%,+6.06%,0.62,,,0.41,0.0541,166000,0.096,0.033,0.035
557,E27.SI,Eucon Holding Ltd,Printed Circuit Boards,835,528,557,2014-08-28,02:12:00,,0.047,0,0.00%,0,,0,0,0,-0.014,0.0145,,,,4.9M,8.6M,-59.46%,0.00%,+3.35%,-23.57%,+50.00%,0.32,,,0.15,0.0196,200000,0.037,0.01,0.015
557,E27.SI,Eucon Holding Ltd,Printed Circuit Boards,835,1115,557,2014-08-28,02:12:00,,0.047,0,0.00%,0,,0,0,0,-0.014,0.0145,,,,4.9M,8.6M,-59.46%,0.00%,+3.54%,-23.44%,+50.00%,0.32,,,0.15,0.0196,200000,0.037,0.01,0.015
538,E23.SI,Europtronic Group Ltd,Diversified Electronics,836,1098,538,2014-08-29,04:20:00,,0.034,0.001,+4.00%,0,,0,0,0,-0.016,0.0309,,,,-7.2M,20.4M,-58.06%,+4.00%,-15.91%,-36.63%,+30.00%,0.74,,,0.63,0.041,100000,0.062,0.02,0.026
538,E23.SI,Europtronic Group Ltd,Diversified Electronics,836,510,538,2014-08-29,04:20:00,,0.034,0.001,+4.00%,0,,0,0,0,-0.016,0.0312,,,,-7.2M,20.4M,-58.06%,+4.00%,-16.57%,-36.79%,+30.00%,0.74,,,0.63,0.0411,100000,0.062,0.02,0.026
257,E02.SI,Eu Yan Sang International Ltd,Drug Manufacturers - Major,510,245,257,2014-08-29,04:55:00,,0.34,0.005,+0.60%,0.022,2.63,0.04,0,0.04,0.04,0.8192,0.86,1.48,20.88,34.4M,373.5M,-8.70%,+0.60%,+2.54%,+1.24%,+18.31%,2.46,20.88,20.88,1.03,0.8297,407000,0.92,0.71,0.84
257,E02.SI,Eu Yan Sang International Ltd,Drug Manufacturers - Major,510,859,257,2014-08-29,04:55:00,,0.34,0.005,+0.60%,0.022,2.63,0.04,0,0.05,0.04,0.8196,0.86,1.46,20.88,34.4M,373.5M,-8.70%,+0.60%,+2.49%,+1.23%,+18.31%,2.46,20.88,16.7,1.03,0.8298,407000,0.92,0.71,0.84
257,E02.SI,Eu Yan Sang International Ltd,Drug Manufacturers - Major,510,608,257,2014-08-29,04:55:00,,0.34,0.005,+0.60%,0.022,2.63,0.04,0,0.05,0.04,0.8192,0.86,1.46,20.88,34.4M,373.5M,-8.70%,+0.60%,+2.54%,+1.24%,+18.31%,2.46,20.88,16.7,1.03,0.8297,407000,0.92,0.71,0.84
539,E17.SI,Excelpoint Technology Ltd,Diversified Electronics,836,511,539,2014-08-29,05:04:00,,0.102,0.001,+0.97%,0.005,4.85,0,0,0,0.013,0.0972,,,7.92,8.9M,52.8M,-0.95%,+0.97%,+6.95%,+8.06%,+22.35%,1.01,,,0.08,0.0962,163000,0.105,0.085,0.104
539,E17.SI,Excelpoint Technology Ltd,Diversified Electronics,836,1099,539,2014-08-29,05:04:00,,0.102,0.001,+0.97%,0.005,4.85,0,0,0,0.013,0.0975,,,7.92,8.9M,52.8M,-0.95%,+0.97%,+6.68%,+8.00%,+22.35%,1.01,,,0.08,0.0963,163000,0.105,0.085,0.104
34,5ME.SI,Ezion Holdings Ltd,Oil & Gas Equipment & Services,124,675,34,2014-08-29,05:04:00,,0.803,0,0.00%,0.001,0.05,0.16,0,0.22,0.163,2.1145,2.13,,13.5,210.2M,2.893B,-10.20%,0.00%,+4.05%,+1.65%,+23.94%,2.74,13.75,10,8.34,2.1642,3254000,2.45,1.775,2.2
34,5ME.SI,Ezion Holdings Ltd,Oil & Gas Equipment & Services,124,34,34,2014-08-29,05:04:00,,0.803,0,0.00%,0.001,0.05,0.16,0,0.22,0.163,2.1091,2.13,,13.5,210.2M,2.893B,-10.20%,0.00%,+4.31%,+1.66%,+23.94%,2.74,13.75,10,8.34,2.164,3254000,2.45,1.775,2.2
35,5DN.SI,Ezra Holdings Ltd,Oil & Gas Equipment & Services,124,676,35,2014-08-29,05:04:00,,1.16,-0.005,-0.44%,0.005,0.44,0.05,0,0.08,0.045,1.147,1,0.87,25,137.3M,1.091B,-25.83%,-0.44%,-2.36%,+1.91%,+34.94%,0.97,22.5,14.06,0.75,1.099,891000,1.51,0.83,1.12
35,5DN.SI,Ezra Holdings Ltd,Oil & Gas Equipment & Services,124,573,35,2014-08-29,05:04:00,,1.16,-0.005,-0.44%,0.005,0.44,0.05,0,0.08,0.045,1.1489,1,0.87,25,137.3M,1.091B,-25.83%,-0.44%,-2.52%,+1.92%,+34.94%,0.97,22.5,14.06,0.75,1.0989,891000,1.51,0.83,1.12
35,5DN.SI,Ezra Holdings Ltd,Oil & Gas Equipment & Services,124,35,35,2014-08-29,05:04:00,,1.16,-0.005,-0.44%,0.005,0.44,0.05,0,0.08,0.045,1.1489,1,0.86,25,137.3M,1.091B,-25.83%,-0.44%,-2.52%,+1.92%,+34.94%,0.97,22.5,14.06,0.75,1.0989,891000,1.51,0.83,1.12
51,I54.SI,Fabchem China Ltd,Specialty Chemicals,113,690,51,2014-08-27,04:16:00,,0.278,0,0.00%,0,,0,0,0,-0.036,0.0942,,,,8.9M,21.1M,-51.35%,0.00%,-4.45%,-17.97%,0.00%,0.32,,,0.33,0.1097,17000,0.185,0.09,0.09
51,I54.SI,Fabchem China Ltd,Specialty Chemicals,113,51,51,2014-08-27,04:16:00,,0.278,0,0.00%,0,,0,0,0,-0.036,0.0944,,,,8.9M,21.1M,-51.35%,0.00%,-4.67%,-18.07%,0.00%,0.32,,,0.33,0.1098,17000,0.185,0.09,0.09
25,5FL.SI,Falcon Energy Group Ltd,Oil & Gas Drilling & Exploration,123,25,25,2014-08-29,05:04:00,,0.306,0,0.00%,0.015,3.85,0,0,0,0.074,0.4119,0.35,,5.27,115.5M,318.9M,-14.29%,0.00%,-5.31%,+4.79%,+23.81%,1.27,,,0.76,0.3722,3367000,0.455,0.315,0.39
25,5FL.SI,Falcon Energy Group Ltd,Oil & Gas Drilling & Exploration,123,666,25,2014-08-29,05:04:00,,0.306,0,0.00%,0.015,3.85,0,0,0,0.074,0.4118,0.35,,5.27,115.5M,318.9M,-14.29%,0.00%,-5.28%,+4.75%,+23.81%,1.27,,,0.76,0.3723,3367000,0.455,0.315,0.39
217,Q5T.SI,Far East Hospitality Trust,REIT - Hotel/Motel,443,207,217,2014-08-29,05:04:00,,0.977,0.005,+0.59%,0.0366,4.33,0.05,0,0.05,0.071,0.8596,0.83,0.81,11.9,0,1.503B,-10.05%,+0.59%,-1.12%,-0.33%,+11.84%,0.86,16.9,16.9,11.92,0.8528,439000,0.945,0.76,0.85
217,Q5T.SI,Far East Hospitality Trust,REIT - Hotel/Motel,443,828,217,2014-08-29,05:04:00,,0.977,0.005,+0.59%,0.0366,4.33,0.05,0,0.05,0.071,0.8588,0.83,0.81,11.9,0,1.503B,-10.05%,+0.59%,-1.02%,-0.33%,+11.84%,0.86,16.9,16.9,11.92,0.8528,439000,0.945,0.76,0.85
187,O10.SI,Far East Orchard Ltd,Property Management,448,177,187,2014-08-28,05:04:00,,2.902,0,0.00%,0.06,3.17,0,0,0,0.098,1.8974,2.5,,19.29,21.9M,757.1M,-4.55%,0.00%,-0.39%,+4.53%,+24.34%,0.65,,,3.21,1.808,11000,1.98,1.52,1.89
187,O10.SI,Far East Orchard Ltd,Property Management,448,800,187,2014-08-28,05:04:00,,2.902,0,0.00%,0.06,3.17,0,0,0,0.098,1.8966,2.5,,19.29,21.9M,757.1M,-4.55%,0.00%,-0.35%,+4.50%,+24.34%,0.65,,,3.21,1.8086,11000,1.98,1.52,1.89
36,F20.SI,Federal International,Oil & Gas Equipment & Services,124,36,36,2014-08-29,05:04:00,,0.061,0,0.00%,0,,0,0,0,0.004,0.0392,,,9,15.3M,50.7M,-43.75%,0.00%,-8.20%,-6.29%,+63.64%,0.59,,,0.34,0.0384,2726000,0.064,0.022,0.036
36,F20.SI,Federal International,Oil & Gas Equipment & Services,124,677,36,2014-08-29,05:04:00,,0.061,0,0.00%,0,,0,0,0,0.004,0.0391,,,9,15.3M,50.7M,-43.75%,0.00%,-7.88%,-6.25%,+63.64%,0.59,,,0.34,0.0384,2726000,0.064,0.022,0.036
96,EB5.SI,First Resources Ltd,Farm Products,341,724,96,2014-08-29,05:04:00,,0.65,-0.03,-1.46%,0.045,2.2,0,0,0.13,0.131,2.2381,2.07,,15.65,307.6M,3.200B,-22.31%,-1.46%,-9.75%,-14.10%,+12.22%,3.15,,15.77,5.22,2.3514,2352000,2.6,1.8,2.02
96,EB5.SI,First Resources Ltd,Farm Products,341,92,96,2014-08-29,05:04:00,,0.65,-0.03,-1.46%,0.045,2.2,0,0,0.13,0.131,2.2489,2.07,,15.65,307.6M,3.200B,-22.31%,-1.46%,-10.18%,-14.18%,+14.45%,3.15,,15.77,5.22,2.3537,2352000,2.6,1.765,2.02
493,D8DU.SI,First Ship Lease Trust,Shipping,775,1060,493,2014-08-29,03:34:00,,0.399,-0.005,-5.00%,0,,0,0,0,-0.084,0.0945,0.1,,,0,62.2M,-22.13%,-5.00%,+0.49%,+2.14%,+41.79%,0.25,,,0.72,0.093,183000,0.122,0.067,0.095
493,D8DU.SI,First Ship Lease Trust,Shipping,775,468,493,2014-08-29,03:34:00,,0.399,-0.005,-5.00%,0,,0,0,0,-0.084,0.0946,0.1,,,0,62.2M,-22.13%,-5.00%,+0.46%,+2.15%,+41.79%,0.25,,,0.72,0.093,183000,0.122,0.067,0.095
540,F22.SI,Fischer Tech Ltd,Diversified Electronics,836,512,540,2014-08-29,04:31:00,,0.311,0.002,+1.21%,0.006,3.64,0,0,0,0.024,0.1585,,,6.88,16.1M,45.6M,-2.34%,+1.21%,+5.37%,+18.52%,+34.68%,0.53,,,0.31,0.1409,527000,0.171,0.124,0.167
540,F22.SI,Fischer Tech Ltd,Diversified Electronics,836,1100,540,2014-08-29,04:31:00,,0.311,0.002,+1.21%,0.006,3.64,0,0,0,0.024,0.1588,,,6.88,16.1M,45.6M,-2.34%,+1.21%,+5.14%,+18.37%,+34.68%,0.53,,,0.31,0.1411,527000,0.171,0.124,0.167
401,F10.SI,F J Benjamin Holdings Ltd,Apparel Stores,730,981,401,2014-08-29,03:49:00,,0.18,-0.008,-4.21%,0.005,2.63,0,0,0,-0.039,0.1954,0.22,,,-3.4M,103.5M,-28.63%,-4.21%,-6.83%,-8.03%,0.00%,1.06,,,0.29,0.1979,7000,0.255,0.182,0.182
401,F10.SI,F J Benjamin Holdings Ltd,Apparel Stores,730,379,401,2014-08-29,03:49:00,,0.18,-0.008,-4.21%,0.005,2.63,0,0,0,-0.039,0.1958,0.22,,,-3.4M,103.5M,-28.63%,-4.21%,-7.07%,-8.08%,-1.62%,1.06,,,0.29,0.198,7000,0.255,0.185,0.182
77,F03.SI,Food Empire Holdings Ltd,Beverages - Soft Drinks,348,76,77,2014-08-29,03:56:00,,0.304,0,0.00%,0.0056,1.44,0,0,0,0.004,0.3823,0.84,,97.5,12.5M,207.8M,-41.79%,0.00%,+2.01%,-4.10%,+8.33%,1.28,,,0.8,0.4067,152000,0.67,0.36,0.39
77,F03.SI,Food Empire Holdings Ltd,Beverages - Soft Drinks,348,710,77,2014-08-29,03:56:00,,0.304,0,0.00%,0.0056,1.44,0,0,0,0.004,0.3823,0.84,,97.5,12.5M,207.8M,-41.79%,0.00%,+2.01%,-4.07%,+8.33%,1.28,,,0.8,0.4066,152000,0.67,0.36,0.39
378,B0I.SI,Foreland Fabrictech,Textile Industrial,628,962,378,2014-08-28,04:34:00,,0.031,0,0.00%,0,,0,0,0,-0.072,0.0158,0.4,,,-1.7M,9.3M,-60.47%,0.00%,+7.71%,-7.05%,+41.67%,0.55,,,0.41,0.0183,865000,0.043,0.012,0.017
378,B0I.SI,Foreland Fabrictech,Textile Industrial,628,357,378,2014-08-28,04:34:00,,0.031,0,0.00%,0,,0,0,0,-0.072,0.0158,0.4,,,-1.7M,9.3M,-60.47%,0.00%,+7.34%,-7.10%,+41.67%,0.55,,,0.41,0.0183,865000,0.043,0.012,0.017
188,LG2U.SI,Forterra Trust,Property Management,448,801,188,2014-08-29,11:17:00,,3.837,0,0.00%,0,,-0.1,0,-0.04,-0.808,1.6176,1,,,14.0M,381.0M,-35.90%,0.00%,-7.27%,-13.04%,+5.26%,0.39,,,6.15,1.725,10000,2.34,1.425,1.5
188,LG2U.SI,Forterra Trust,Property Management,448,178,188,2014-08-29,11:17:00,,3.837,0,0.00%,0,,-0.1,0,-0.04,-0.808,1.6216,1,,,14.0M,381.0M,-35.90%,0.00%,-7.50%,-13.12%,+5.26%,0.39,,,6.15,1.7265,10000,2.34,1.425,1.5
231,F25U.SI,Fortune Real Estate,REIT - Retail,446,219,231,2014-08-29,05:04:00,,11.027,0.06,+0.84%,0,,0.36,0,0.39,1.693,7.174,7.18,5.31,4.22,0,13.456B,-2.96%,+0.84%,+0.50%,+10.93%,+28.75%,0.65,19.86,18.33,8.77,6.4997,190000,7.43,5.6,7.21
231,F25U.SI,Fortune Real Estate,REIT - Retail,446,839,231,2014-08-29,05:04:00,,11.027,0.06,+0.84%,0,,0.36,0,0.39,1.693,7.1816,7.18,5.31,4.22,0,13.456B,-2.96%,+0.84%,+0.40%,+10.84%,+28.75%,0.65,19.86,18.33,8.77,6.5046,190000,7.43,5.6,7.21
240,F31.SI,Fragrance Group Ltd,Real Estate Development,449,846,240,2014-08-29,04:24:00,,0.131,-0.005,-2.13%,0.001,0.43,0,0,0,0.031,0.2378,,,7.58,177.8M,1.544B,-6.12%,-2.13%,-3.30%,+3.71%,+30.19%,1.79,,,2.85,0.2218,30000,0.245,0.1767,0.23
240,F31.SI,Fragrance Group Ltd,Real Estate Development,449,228,240,2014-08-29,04:24:00,,0.131,-0.005,-2.13%,0.001,0.43,0,0,0,0.031,0.2381,,,7.58,177.8M,1.544B,-6.12%,-2.13%,-3.41%,+3.74%,+30.19%,1.79,,,2.85,0.2217,30000,0.245,0.1767,0.23
241,F99.SI,Fraser and Neave Ltd,Real Estate Development,449,229,241,2014-08-29,05:04:00,,1.147,-0.01,-0.33%,0.14,4.67,0.15,0,0.14,0.439,2.9905,3.93,0.33,6.83,807.0M,4.320B,-53.43%,-0.33%,-0.02%,-4.18%,+1.36%,2.62,20,21.43,0.98,3.1203,27000,6.42,2.95,2.99
241,F99.SI,Fraser and Neave Ltd,Real Estate Development,449,847,241,2014-08-29,05:04:00,,1.147,-0.01,-0.33%,0.14,4.67,0.15,0,0.14,0.439,2.9897,3.93,0.33,6.83,807.0M,4.320B,-53.43%,-0.33%,+0.01%,-4.15%,+1.36%,2.62,20,21.43,0.98,3.1194,27000,6.42,2.95,2.99
